premise,hypothesis,prediction,pred_label,gold_label
Christopher's vase that had worried most legislatures might have vanished.,Christopher doesn't have exactly one vase that had worried most legislatures.,"{'entailment': 5.5, 'neutral': 21.1, 'contradiction': 73.4}",contradiction,contradiction
Christopher's vase that had worried most legislatures might have vanished.,Melanie has exactly one vase that had worried most legislatures.,"{'entailment': 0.1, 'neutral': 0.8, 'contradiction': 99.2}",contradiction,neutral
"If Christopher's vase that had worried most legislatures did vanish, it's okay.",Christopher has exactly one vase that had worried most legislatures.,"{'entailment': 1.9, 'neutral': 97.9, 'contradiction': 0.3}",neutral,entailment
"If Christopher's vase that had worried most legislatures did vanish, it's okay.",Christopher doesn't have exactly one vase that had worried most legislatures.,"{'entailment': 1.8, 'neutral': 22.2, 'contradiction': 76.1}",contradiction,contradiction
"If Christopher's vase that had worried most legislatures did vanish, it's okay.",Melanie has exactly one vase that had worried most legislatures.,"{'entailment': 0.1, 'neutral': 1.8, 'contradiction': 98.1}",contradiction,neutral
Christopher's vase that had worried most legislatures didn't vanish.,Christopher's vase that had worried most legislatures did vanish.,"{'entailment': 0.1, 'neutral': 0.5, 'contradiction': 99.4}",contradiction,contradiction
Did Christopher's vase that had worried most legislatures vanish?,Christopher's vase that had worried most legislatures did vanish.,"{'entailment': 0.6, 'neutral': 98.3, 'contradiction': 1.1}",contradiction,neutral
Christopher's vase that had worried most legislatures might have vanished.,Christopher's vase that had worried most legislatures did vanish.,"{'entailment': 0.3, 'neutral': 98.9, 'contradiction': 0.8}",contradiction,neutral
"If Christopher's vase that had worried most legislatures did vanish, it's okay.",Christopher's vase that had worried most legislatures did vanish.,"{'entailment': 8.5, 'neutral': 89.8, 'contradiction': 1.7}",neutral,neutral
Winston Churchill's story that wasn't annoying many doctors does embarrass Julia.,Winston Churchill has exactly one story that wasn't annoying many doctors.,"{'entailment': 1.6, 'neutral': 97.9, 'contradiction': 0.5}",neutral,entailment
Winston Churchill's story that wasn't annoying many doctors does embarrass Julia.,Winston Churchill doesn't have exactly one story that wasn't annoying many doctors.,"{'entailment': 5.4, 'neutral': 60.4, 'contradiction': 34.2}",contradiction,contradiction
Winston Churchill's story that wasn't annoying many doctors does embarrass Julia.,Stacy has exactly one story that wasn't annoying many doctors.,"{'entailment': 0.3, 'neutral': 6.9, 'contradiction': 92.8}",contradiction,neutral
Winston Churchill's story that wasn't annoying many doctors doesn't embarrass Julia.,Winston Churchill has exactly one story that wasn't annoying many doctors.,"{'entailment': 2.2, 'neutral': 97.3, 'contradiction': 0.5}",neutral,entailment
Winston Churchill's story that wasn't annoying many doctors doesn't embarrass Julia.,Winston Churchill doesn't have exactly one story that wasn't annoying many doctors.,"{'entailment': 4.8, 'neutral': 53.2, 'contradiction': 42.0}",contradiction,contradiction
Winston Churchill's story that wasn't annoying many doctors doesn't embarrass Julia.,Stacy has exactly one story that wasn't annoying many doctors.,"{'entailment': 0.4, 'neutral': 8.2, 'contradiction': 91.5}",contradiction,neutral
Does Winston Churchill's story that wasn't annoying many doctors embarrass Julia?,Winston Churchill has exactly one story that wasn't annoying many doctors.,"{'entailment': 1.0, 'neutral': 98.4, 'contradiction': 0.6}",neutral,entailment
Does Winston Churchill's story that wasn't annoying many doctors embarrass Julia?,Winston Churchill doesn't have exactly one story that wasn't annoying many doctors.,"{'entailment': 6.2, 'neutral': 79.9, 'contradiction': 13.9}",contradiction,contradiction
Does Winston Churchill's story that wasn't annoying many doctors embarrass Julia?,Stacy has exactly one story that wasn't annoying many doctors.,"{'entailment': 0.2, 'neutral': 7.5, 'contradiction': 92.3}",contradiction,neutral
Winston Churchill's story that wasn't annoying many doctors might embarrass Julia.,Winston Churchill has exactly one story that wasn't annoying many doctors.,"{'entailment': 1.7, 'neutral': 97.6, 'contradiction': 0.7}",neutral,entailment
Winston Churchill's story that wasn't annoying many doctors might embarrass Julia.,Winston Churchill doesn't have exactly one story that wasn't annoying many doctors.,"{'entailment': 8.6, 'neutral': 57.8, 'contradiction': 33.5}",contradiction,contradiction
Winston Churchill's story that wasn't annoying many doctors might embarrass Julia.,Stacy has exactly one story that wasn't annoying many doctors.,"{'entailment': 0.3, 'neutral': 6.3, 'contradiction': 93.4}",contradiction,neutral
"If Winston Churchill's story that wasn't annoying many doctors does embarrass Julia, it's okay.",Winston Churchill has exactly one story that wasn't annoying many doctors.,"{'entailment': 0.5, 'neutral': 98.9, 'contradiction': 0.6}",contradiction,entailment
"If Winston Churchill's story that wasn't annoying many doctors does embarrass Julia, it's okay.",Winston Churchill doesn't have exactly one story that wasn't annoying many doctors.,"{'entailment': 3.4, 'neutral': 80.0, 'contradiction': 16.6}",contradiction,contradiction
"If Winston Churchill's story that wasn't annoying many doctors does embarrass Julia, it's okay.",Stacy has exactly one story that wasn't annoying many doctors.,"{'entailment': 0.2, 'neutral': 11.2, 'contradiction': 88.6}",contradiction,neutral
Winston Churchill's story that wasn't annoying many doctors doesn't embarrass Julia.,Winston Churchill's story that wasn't annoying many doctors does embarrass Julia.,"{'entailment': 0.1, 'neutral': 0.2, 'contradiction': 99.8}",contradiction,contradiction
Does Winston Churchill's story that wasn't annoying many doctors embarrass Julia?,Winston Churchill's story that wasn't annoying many doctors does embarrass Julia.,"{'entailment': 2.5, 'neutral': 96.0, 'contradiction': 1.5}",neutral,neutral
Winston Churchill's story that wasn't annoying many doctors might embarrass Julia.,Winston Churchill's story that wasn't annoying many doctors does embarrass Julia.,"{'entailment': 1.7, 'neutral': 92.8, 'contradiction': 5.5}",contradiction,neutral
"If Winston Churchill's story that wasn't annoying many doctors does embarrass Julia, it's okay.",Winston Churchill's story that wasn't annoying many doctors does embarrass Julia.,"{'entailment': 45.5, 'neutral': 52.7, 'contradiction': 1.9}",neutral,neutral
Homer's snake that embarrassed some legislature did resemble the paintings.,Homer has exactly one snake that embarrassed some legislature.,"{'entailment': 1.2, 'neutral': 97.8, 'contradiction': 1.0}",neutral,entailment
Homer's snake that embarrassed some legislature did resemble the paintings.,Homer doesn't have exactly one snake that embarrassed some legislature.,"{'entailment': 6.2, 'neutral': 78.7, 'contradiction': 15.1}",contradiction,contradiction
Homer's snake that embarrassed some legislature did resemble the paintings.,Joel has exactly one snake that embarrassed some legislature.,"{'entailment': 0.1, 'neutral': 2.8, 'contradiction': 97.0}",contradiction,neutral
Homer's snake that embarrassed some legislature didn't resemble the paintings.,Homer has exactly one snake that embarrassed some legislature.,"{'entailment': 2.0, 'neutral': 97.0, 'contradiction': 1.0}",neutral,entailment
Homer's snake that embarrassed some legislature didn't resemble the paintings.,Homer doesn't have exactly one snake that embarrassed some legislature.,"{'entailment': 11.8, 'neutral': 75.6, 'contradiction': 12.6}",contradiction,contradiction
Homer's snake that embarrassed some legislature didn't resemble the paintings.,Joel has exactly one snake that embarrassed some legislature.,"{'entailment': 0.4, 'neutral': 7.7, 'contradiction': 91.9}",contradiction,neutral
Did Homer's snake that embarrassed some legislature resemble the paintings?,Homer has exactly one snake that embarrassed some legislature.,"{'entailment': 1.1, 'neutral': 97.1, 'contradiction': 1.8}",contradiction,entailment
Did Homer's snake that embarrassed some legislature resemble the paintings?,Homer doesn't have exactly one snake that embarrassed some legislature.,"{'entailment': 12.5, 'neutral': 77.7, 'contradiction': 9.8}",neutral,contradiction
Did Homer's snake that embarrassed some legislature resemble the paintings?,Joel has exactly one snake that embarrassed some legislature.,"{'entailment': 0.2, 'neutral': 6.2, 'contradiction': 93.6}",contradiction,neutral
Homer's snake that embarrassed some legislature might have resembled the paintings.,Homer has exactly one snake that embarrassed some legislature.,"{'entailment': 1.3, 'neutral': 94.0, 'contradiction': 4.7}",contradiction,entailment
Homer's snake that embarrassed some legislature might have resembled the paintings.,Homer doesn't have exactly one snake that embarrassed some legislature.,"{'entailment': 24.4, 'neutral': 72.3, 'contradiction': 3.3}",neutral,contradiction
Homer's snake that embarrassed some legislature might have resembled the paintings.,Joel has exactly one snake that embarrassed some legislature.,"{'entailment': 0.1, 'neutral': 2.5, 'contradiction': 97.4}",contradiction,neutral
"If Homer's snake that embarrassed some legislature did resemble the paintings, it's okay.",Homer has exactly one snake that embarrassed some legislature.,"{'entailment': 0.6, 'neutral': 98.7, 'contradiction': 0.7}",contradiction,entailment
"If Homer's snake that embarrassed some legislature did resemble the paintings, it's okay.",Homer doesn't have exactly one snake that embarrassed some legislature.,"{'entailment': 8.8, 'neutral': 86.6, 'contradiction': 4.6}",neutral,contradiction
"If Homer's snake that embarrassed some legislature did resemble the paintings, it's okay.",Joel has exactly one snake that embarrassed some legislature.,"{'entailment': 0.2, 'neutral': 11.1, 'contradiction': 88.8}",contradiction,neutral
Homer's snake that embarrassed some legislature didn't resemble the paintings.,Homer's snake that embarrassed some legislature did resemble the paintings.,"{'entailment': 0.1, 'neutral': 0.3, 'contradiction': 99.6}",contradiction,contradiction
Did Homer's snake that embarrassed some legislature resemble the paintings?,Homer's snake that embarrassed some legislature did resemble the paintings.,"{'entailment': 0.7, 'neutral': 99.0, 'contradiction': 0.3}",neutral,neutral
Homer's snake that embarrassed some legislature might have resembled the paintings.,Homer's snake that embarrassed some legislature did resemble the paintings.,"{'entailment': 0.6, 'neutral': 98.8, 'contradiction': 0.6}",neutral,neutral
"If Homer's snake that embarrassed some legislature did resemble the paintings, it's okay.",Homer's snake that embarrassed some legislature did resemble the paintings.,"{'entailment': 4.3, 'neutral': 95.0, 'contradiction': 0.8}",neutral,neutral
Christopher's banana that vanished did ripen.,Christopher has exactly one banana that vanished.,"{'entailment': 1.4, 'neutral': 98.4, 'contradiction': 0.2}",neutral,entailment
Christopher's banana that vanished did ripen.,Christopher doesn't have exactly one banana that vanished.,"{'entailment': 0.9, 'neutral': 37.2, 'contradiction': 61.8}",contradiction,contradiction
Christopher's banana that vanished did ripen.,Dan has exactly one banana that vanished.,"{'entailment': 0.8, 'neutral': 23.2, 'contradiction': 76.1}",contradiction,neutral
Christopher's banana that vanished didn't ripen.,Christopher has exactly one banana that vanished.,"{'entailment': 2.4, 'neutral': 97.4, 'contradiction': 0.1}",neutral,entailment
Christopher's banana that vanished didn't ripen.,Christopher doesn't have exactly one banana that vanished.,"{'entailment': 1.3, 'neutral': 38.1, 'contradiction': 60.6}",contradiction,contradiction
Christopher's banana that vanished didn't ripen.,Dan has exactly one banana that vanished.,"{'entailment': 1.0, 'neutral': 22.4, 'contradiction': 76.6}",contradiction,neutral
Did Christopher's banana that vanished ripen?,Christopher has exactly one banana that vanished.,"{'entailment': 1.7, 'neutral': 97.8, 'contradiction': 0.5}",neutral,entailment
Did Christopher's banana that vanished ripen?,Christopher doesn't have exactly one banana that vanished.,"{'entailment': 4.6, 'neutral': 72.2, 'contradiction': 23.2}",contradiction,contradiction
Did Christopher's banana that vanished ripen?,Dan has exactly one banana that vanished.,"{'entailment': 1.1, 'neutral': 50.4, 'contradiction': 48.5}",contradiction,neutral
Christopher's banana that vanished might have ripened.,Christopher has exactly one banana that vanished.,"{'entailment': 1.2, 'neutral': 98.4, 'contradiction': 0.4}",neutral,entailment
Christopher's banana that vanished might have ripened.,Christopher doesn't have exactly one banana that vanished.,"{'entailment': 4.7, 'neutral': 87.1, 'contradiction': 8.2}",contradiction,contradiction
Christopher's banana that vanished might have ripened.,Dan has exactly one banana that vanished.,"{'entailment': 0.3, 'neutral': 11.6, 'contradiction': 88.0}",contradiction,neutral
"If Christopher's banana that vanished did ripen, it's okay.",Christopher has exactly one banana that vanished.,"{'entailment': 1.0, 'neutral': 98.7, 'contradiction': 0.2}",neutral,entailment
"If Christopher's banana that vanished did ripen, it's okay.",Christopher doesn't have exactly one banana that vanished.,"{'entailment': 2.6, 'neutral': 61.7, 'contradiction': 35.7}",contradiction,contradiction
"If Christopher's banana that vanished did ripen, it's okay.",Dan has exactly one banana that vanished.,"{'entailment': 0.7, 'neutral': 36.1, 'contradiction': 63.2}",contradiction,neutral
Christopher's banana that vanished didn't ripen.,Christopher's banana that vanished did ripen.,"{'entailment': 0.0, 'neutral': 0.1, 'contradiction': 99.9}",contradiction,contradiction
