premise,hypothesis,trigger,trigger1,trigger2,presupposition,gold_label,UID,pairID,paradigmID,section
Gary might have realized why Kenneth does stun Jodi.,Mirrors does stun Jodi.,modal,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,334n,17,question_presupposition
"If Gary realized why Kenneth does stun Jodi, it's okay.",Kenneth does stun Jodi,conditional,Not_In_Example,Not_In_Example,positive,0,question_presupposition,335e,17,question_presupposition
"If Gary realized why Kenneth does stun Jodi, it's okay.",Kenneth doesn't stun Jodi.,conditional,Not_In_Example,Not_In_Example,negated,2,question_presupposition,336c,17,question_presupposition
"If Gary realized why Kenneth does stun Jodi, it's okay.",Mirrors does stun Jodi.,conditional,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,337n,17,question_presupposition
Gary didn't realize why Kenneth does stun Jodi.,Gary realized why Kenneth does stun Jodi.,Not_In_Example,negated,unembedded,Not_In_Example,2,question_presupposition,338c,17,question_presupposition
Did Gary realize why Kenneth does stun Jodi?,Gary realized why Kenneth does stun Jodi.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,question_presupposition,339n,17,question_presupposition
Gary might have realized why Kenneth does stun Jodi.,Gary realized why Kenneth does stun Jodi.,Not_In_Example,modal,unembedded,Not_In_Example,1,question_presupposition,340n,17,question_presupposition
"If Gary realized why Kenneth does stun Jodi, it's okay.",Gary realized why Kenneth does stun Jodi.,Not_In_Example,conditional,unembedded,Not_In_Example,1,question_presupposition,341n,17,question_presupposition
Lisa has learned how the students wear those socks.,The students wear those socks,unembedded,Not_In_Example,Not_In_Example,positive,0,question_presupposition,342e,18,question_presupposition
Lisa has learned how the students wear those socks.,The students don't wear those socks.,unembedded,Not_In_Example,Not_In_Example,negated,2,question_presupposition,343c,18,question_presupposition
Lisa has learned how the students wear those socks.,A lot of dancers wear those socks.,unembedded,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,344n,18,question_presupposition
Lisa hasn't learned how the students wear those socks.,The students wear those socks,negated,Not_In_Example,Not_In_Example,positive,0,question_presupposition,345e,18,question_presupposition
Lisa hasn't learned how the students wear those socks.,The students don't wear those socks.,negated,Not_In_Example,Not_In_Example,negated,2,question_presupposition,346c,18,question_presupposition
Lisa hasn't learned how the students wear those socks.,A lot of dancers wear those socks.,negated,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,347n,18,question_presupposition
Has Lisa learned how the students wear those socks?,The students wear those socks,interrogative,Not_In_Example,Not_In_Example,positive,0,question_presupposition,348e,18,question_presupposition
Has Lisa learned how the students wear those socks?,The students don't wear those socks.,interrogative,Not_In_Example,Not_In_Example,negated,2,question_presupposition,349c,18,question_presupposition
Has Lisa learned how the students wear those socks?,A lot of dancers wear those socks.,interrogative,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,350n,18,question_presupposition
Lisa might have learned how the students wear those socks.,The students wear those socks,modal,Not_In_Example,Not_In_Example,positive,0,question_presupposition,351e,18,question_presupposition
Lisa might have learned how the students wear those socks.,The students don't wear those socks.,modal,Not_In_Example,Not_In_Example,negated,2,question_presupposition,352c,18,question_presupposition
Lisa might have learned how the students wear those socks.,A lot of dancers wear those socks.,modal,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,353n,18,question_presupposition
"If Lisa has learned how the students wear those socks, it's okay.",The students wear those socks,conditional,Not_In_Example,Not_In_Example,positive,0,question_presupposition,354e,18,question_presupposition
"If Lisa has learned how the students wear those socks, it's okay.",The students don't wear those socks.,conditional,Not_In_Example,Not_In_Example,negated,2,question_presupposition,355c,18,question_presupposition
"If Lisa has learned how the students wear those socks, it's okay.",A lot of dancers wear those socks.,conditional,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,356n,18,question_presupposition
Lisa hasn't learned how the students wear those socks.,Lisa has learned how the students wear those socks.,Not_In_Example,negated,unembedded,Not_In_Example,2,question_presupposition,357c,18,question_presupposition
Has Lisa learned how the students wear those socks?,Lisa has learned how the students wear those socks.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,question_presupposition,358n,18,question_presupposition
Lisa might have learned how the students wear those socks.,Lisa has learned how the students wear those socks.,Not_In_Example,modal,unembedded,Not_In_Example,1,question_presupposition,359n,18,question_presupposition
"If Lisa has learned how the students wear those socks, it's okay.",Lisa has learned how the students wear those socks.,Not_In_Example,conditional,unembedded,Not_In_Example,1,question_presupposition,360n,18,question_presupposition
The governments forget about why this legislature did forget about who prods Christina to worry Jerry.,This legislature did forget about who prods Christina to worry Jerry,unembedded,Not_In_Example,Not_In_Example,positive,0,question_presupposition,361e,19,question_presupposition
The governments forget about why this legislature did forget about who prods Christina to worry Jerry.,This legislature didn't forget about who prods Christina to worry Jerry.,unembedded,Not_In_Example,Not_In_Example,negated,2,question_presupposition,362c,19,question_presupposition
The governments forget about why this legislature did forget about who prods Christina to worry Jerry.,Dana did forget about who prods Christina to worry Jerry.,unembedded,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,363n,19,question_presupposition
The governments don't forget about why this legislature did forget about who prods Christina to worry Jerry.,This legislature did forget about who prods Christina to worry Jerry,negated,Not_In_Example,Not_In_Example,positive,0,question_presupposition,364e,19,question_presupposition
The governments don't forget about why this legislature did forget about who prods Christina to worry Jerry.,This legislature didn't forget about who prods Christina to worry Jerry.,negated,Not_In_Example,Not_In_Example,negated,2,question_presupposition,365c,19,question_presupposition
The governments don't forget about why this legislature did forget about who prods Christina to worry Jerry.,Dana did forget about who prods Christina to worry Jerry.,negated,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,366n,19,question_presupposition
Do the governments forget about why this legislature did forget about who prods Christina to worry Jerry?,This legislature did forget about who prods Christina to worry Jerry,interrogative,Not_In_Example,Not_In_Example,positive,0,question_presupposition,367e,19,question_presupposition
Do the governments forget about why this legislature did forget about who prods Christina to worry Jerry?,This legislature didn't forget about who prods Christina to worry Jerry.,interrogative,Not_In_Example,Not_In_Example,negated,2,question_presupposition,368c,19,question_presupposition
Do the governments forget about why this legislature did forget about who prods Christina to worry Jerry?,Dana did forget about who prods Christina to worry Jerry.,interrogative,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,369n,19,question_presupposition
The governments might forget about why this legislature did forget about who prods Christina to worry Jerry.,This legislature did forget about who prods Christina to worry Jerry,modal,Not_In_Example,Not_In_Example,positive,0,question_presupposition,370e,19,question_presupposition
The governments might forget about why this legislature did forget about who prods Christina to worry Jerry.,This legislature didn't forget about who prods Christina to worry Jerry.,modal,Not_In_Example,Not_In_Example,negated,2,question_presupposition,371c,19,question_presupposition
The governments might forget about why this legislature did forget about who prods Christina to worry Jerry.,Dana did forget about who prods Christina to worry Jerry.,modal,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,372n,19,question_presupposition
"If the governments forget about why this legislature did forget about who prods Christina to worry Jerry, it's okay.",This legislature did forget about who prods Christina to worry Jerry,conditional,Not_In_Example,Not_In_Example,positive,0,question_presupposition,373e,19,question_presupposition
"If the governments forget about why this legislature did forget about who prods Christina to worry Jerry, it's okay.",This legislature didn't forget about who prods Christina to worry Jerry.,conditional,Not_In_Example,Not_In_Example,negated,2,question_presupposition,374c,19,question_presupposition
"If the governments forget about why this legislature did forget about who prods Christina to worry Jerry, it's okay.",Dana did forget about who prods Christina to worry Jerry.,conditional,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,375n,19,question_presupposition
The governments don't forget about why this legislature did forget about who prods Christina to worry Jerry.,The governments forget about why this legislature did forget about who prods Christina to worry Jerry.,Not_In_Example,negated,unembedded,Not_In_Example,2,question_presupposition,376c,19,question_presupposition
